id,tipus,font,nom,municipi,sstt,ssttNou,enquesta,grups,pDepartament,pAltres,pTotal,e75paret,e75rodes,e65paret,e65rodes,eTotal,a75paret,a75rodes,a65paret,a65rodes,aTotal,apTotal,srFixes,srRodes,srTotal,asm,mad,public,maleta,max
"08054241",INS,Centre públic Dep. i CEB,Institut Eugeni Xammar,L'Ametlla del Vallès,MVO,MVO,1,18,0,0,0,16,0,0,0,16,16,0,0,0,16,16,0,0,0,0,0,1,1,0
"08054277",INS,Centre públic Dep. i CEB,Institut de Tona,Tona,CCE,CCE,1,29,1,0,1,23,0,0,0,23,23,0,0,0,23,24,0,0,0,1,1,1,1,0
"08054344",EOI,Centre públic Dep. i CEB,EOI Esplugues,Esplugues de Llobregat,BLL,BLL,1,43,0,1,1,11,0,0,0,11,11,0,0,0,11,11,0,0,0,1,1,1,1,0
"08054368",EE,Centre públic Dep. i CEB,CEE Ca n'Oriol,Rubí,VOC,VOC,1,9,3,0,3,14,0,0,0,14,6,0,0,0,6,9,6,0,6,3,3,1,1,0
"08054401",INS,Centre públic Dep. i CEB,Institut El Sui,Cardedeu,MVO,MVO,1,26,1,0,1,3,20,0,0,23,3,20,0,0,23,24,0,0,0,1,1,1,1,0
"08054411",ESC,Centre públic Dep. i CEB,Escola Vallgorguina,Vallgorguina,MVO,MVO,1,9,1,5,6,3,2,0,0,5,3,2,0,0,5,6,3,2,5,4,3,1,1,0
"08054824",ESC,Centre públic Dep. i CEB,Escola Mestre Pla,Castellar del Vallès,VOC,VOC,1,9,1,0,1,9,1,0,0,10,8,0,0,0,8,9,8,0,8,1,1,1,1,0
"08054848",INS,Centre públic Dep. i CEB,Institut Bosc de Montjuïc,Barcelona,CEB,CEB,1,7,0,0,0,0,0,1,3,4,0,0,1,3,4,4,0,0,0,0,0,1,1,0
"08054873",INS,Centre públic Dep. i CEB,Institut Joaquima Pla i Farreras,Sant Cugat del Vallès,VOC,VOC,1,23,0,1,1,20,1,1,0,22,20,1,1,0,22,22,0,0,0,1,1,1,1,0
"08054903",ESC,Centre públic Dep. i CEB,Escola Mediterrània,Barcelona,CEB,CEB,1,9,1,0,1,7,0,0,2,9,7,0,0,1,8,9,5,0,5,1,1,1,1,0
"08055002",CFA,CFA Departament,CFA Barri Gòtic,Barcelona,CEB,CEB,1,2,2,0,2,4,1,0,0,5,0,0,0,0,0,2,0,0,0,2,0,1,1,0
"08055041",CFA,CFA Departament,CFA Canovelles,La Barriada Nova (Canovelles),MVO,MVO,1,5,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0
"08055051",CFA,CFA Departament,CFA Castelldefels,Castelldefels,BLL,BLL,1,2,0,0,0,4,0,1,0,5,2,0,0,0,2,2,0,0,0,0,0,1,1,0
"08055063",CFA,CFA Departament,CFA Canyelles,Barcelona,CEB,CEB,1,2,0,0,0,6,0,0,0,6,2,0,0,0,2,2,0,0,0,0,0,1,1,0
"08055075",CFA,CFA Departament,CFA Torre Romeu,Sabadell,VOC,VOC,1,2,0,0,0,1,4,0,0,5,2,0,0,0,2,2,0,0,0,0,0,1,1,0
"08055087",CFA,CFA Municipals no CEB,CFA Baix Montseny,Sant Celoni,MVO,MVO,0,4,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,1,0
"08055099",CFA,CFA Municipals no CEB,CFA Tona,Tona,CCE,CCE,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
"08055105",ESC,Centre públic Dep. i CEB,Escola Arraona,Sabadell,VOC,VOC,1,15,1,0,1,13,0,0,0,13,13,0,0,0,13,14,0,0,0,1,1,1,1,0
"08055117",ESC,EPRI & ESO Municipals no CEB,Escola Sant Jordi,Pineda de Mar,MVO,MVO,0,9,0,0,0,0,0,0,0,0,9,0,0,0,9,9,0,0,0,0,0,0,1,0
"08055191",AH,Aules hospitalàries,A. Hospitalària Vall d'Hebron Barcelona Campus Hospitalari,Barcelona,CEB,CEB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"08055385",CFA,CFA Departament,CFA Mollet del Vallès,Mollet del Vallès,MVO,MVO,1,9,0,2,2,3,0,0,0,3,3,0,0,0,3,3,0,0,0,2,0,1,1,0
"08055397",CFA,CFA Departament,CFA Jaume Tuset,Ripollet,VOC,VOC,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
"08055403",CFA,CFA Departament,CFA Sant Roc,Badalona,BCO,BCO,1,3,3,3,6,1,1,0,0,2,0,0,0,0,0,3,0,0,0,3,0,1,1,0
"08055439",CFA,CFA Departament,CFA Mestre Esteve,Sant Feliu de Llobregat,BLL,BLL,1,5,0,1,1,7,2,0,0,9,3,0,0,0,3,3,0,0,0,0,0,1,1,0
"08055440",CFA,CFA Departament,CFA Garrosa,Sant Vicenç dels Horts,BLL,BLL,1,4,0,0,0,2,1,2,0,5,3,0,0,0,3,3,0,0,0,0,0,1,1,0
"08055464",CFA,CFA Municipals no CEB,CFA municipal de formació de persones adultes,Sant Joan de Vilatorrada,CCE,CCE,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,1,0
"08055683",CFA,CFA Departament,CFA Manuel Sacristán,Barcelona,CEB,CEB,1,2,0,0,0,7,0,1,0,8,2,0,0,0,2,2,0,0,0,0,0,1,1,0
"08055695",CFA,CFA Departament,CFA Rafael Farré,Molins de Rei,BLL,BLL,1,5,0,0,0,7,2,1,0,10,3,0,0,0,3,3,0,0,0,0,0,1,1,0
"08055713",CFA,CFA Departament,CFA Sant Cugat del Vallès,Sant Cugat del Vallès,VOC,VOC,1,6,0,0,0,4,0,0,1,5,3,0,0,0,3,3,0,0,0,0,0,1,1,0
"08055853",CFA,CFA Municipals no CEB,CFA Les Roquetes,Les Roquetes (Sant Pere de Ribes),BCO,PEN,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,1,0
"08055889",ESC,Centre públic Dep. i CEB,Escola Miquel Martí i Pol,Sabadell,VOC,VOC,1,19,1,0,1,19,0,0,0,19,18,0,0,0,18,19,18,0,18,1,1,1,1,0
"08055890",ESC,Centre públic Dep. i CEB,Escola Sobirans,Arenys de Munt,MVO,MVO,1,15,1,1,2,0,0,9,1,10,0,0,9,1,10,11,9,1,10,2,2,1,1,0
"08055932",ESC,Centre públic Dep. i CEB,Escola Torrent de Can Carabassa,Barcelona,CEB,CEB,1,18,1,14,15,3,0,8,0,11,3,0,8,0,11,12,6,0,6,7,5,1,1,0
"08055944",INS,Centre públic Dep. i CEB,Institut Rubió i Ors,L'Hospitalet de Llobregat,BCO,BCO,1,21,1,0,1,14,0,0,0,14,14,0,0,0,14,15,14,0,14,1,1,1,1,0
"08056006",CFA,CFA Municipals no CEB,CFA de Sitges,Sitges,BCO,PEN,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,1,0
"08056018",CFA,CFA Municipals no CEB,CFA Les Teixidores,Castellar del Vallès,VOC,VOC,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,1,0
"08056021",CFA,CFA Municipals sense estudis reglats,CFA de Montmeló,Montmeló,MVO,MVO,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
"08056109",INS,Centre públic Dep. i CEB,Institut Can Vilumara,L'Hospitalet de Llobregat,BCO,BCO,1,29,0,0,0,14,4,6,0,24,14,4,6,0,24,24,20,4,24,0,0,1,1,0
"08056560",CFA,CFA Departament,CFA Barberà,Barberà del Vallès,VOC,VOC,1,3,0,0,0,4,0,1,1,6,3,0,0,0,3,3,0,0,0,0,0,1,1,0
"08056572",CFA,CFA Departament,CFA Terra Baixa,El Prat de Llobregat,BLL,BLL,1,4,0,0,0,3,1,0,0,4,3,0,0,0,3,3,0,0,0,0,0,1,1,0
"08056584",CFA,CFA Departament,CFA L'Alzina de Cerdanyola,Cerdanyola del Vallès,VOC,VOC,1,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,1,1,0
"08056614",ESC,Centre públic Dep. i CEB,Escola Cirera,Mataró,MVO,MVO,1,12,1,0,1,5,11,0,0,16,5,6,0,0,11,12,5,6,11,1,1,1,1,0
"08056936",CFA,CFA Municipals no CEB,CFA de Vallirana,Vallirana,BLL,BLL,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
"08056985",INS,Centre públic Dep. i CEB,Institut Ramon Berenguer IV,Santa Coloma de Gramenet,BCO,BCO,1,25,0,0,0,5,1,0,0,6,5,1,0,0,6,6,0,0,0,0,0,1,1,0
"08056997",CFA,CFA Departament,CFA La Concòrdia,Sabadell,VOC,VOC,1,8,0,5,5,12,0,0,0,12,3,0,0,0,3,3,0,0,0,0,0,1,1,0
"08057001",CFA,CFA Departament,CFA La Creu de Barberà,Sabadell,VOC,VOC,1,2,0,0,0,0,0,0,3,3,2,0,0,0,2,2,0,0,0,0,0,1,1,0
"08057011",CFA,CFA Departament,CFA Can Rull,Sabadell,VOC,VOC,1,2,0,0,0,0,0,0,7,7,2,0,0,0,2,2,0,0,0,0,0,1,1,0
"08057047",CFA,CFA Municipals no CEB,CFA Natura,Pineda de Mar,MVO,MVO,0,4,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,1,0
"08057059",CFA,CFA Municipals no CEB,CFA Els Ametllers,Vilassar de Mar,MVO,MVO,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,1,0
"08057072",CFA,CFA Municipals no CEB,CFA Ferran Soldevila,Santa Maria de Palautordera,MVO,MVO,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,1,0
"08057096",ESC,Centre públic Dep. i CEB,Escola Guillem de Mont-rodon,Vic,CCE,CCE,1,17,0,0,0,19,0,0,0,19,17,0,0,0,17,17,17,0,17,0,0,1,1,0
"08057102",ESC,Centre públic Dep. i CEB,Escola Andersen,Vic,CCE,CCE,1,20,8,1,9,13,0,0,0,13,12,0,0,0,12,20,0,0,0,8,6,1,1,0
"08057163",CFA,CFA Departament,CFA Teresa Mañé,Vilanova i la Geltrú,BCO,PEN,1,3,0,0,0,1,0,6,0,7,3,0,0,0,3,3,0,0,0,0,0,1,1,0
"08057229",ESC,Centre públic Dep. i CEB,Escola Els Arenys,Castellbisbal,VOC,VOC,1,10,1,1,2,11,0,0,0,11,9,0,0,0,9,10,5,0,5,1,1,1,1,0
"08057230",INS,Centre públic Dep. i CEB,Institut Cubelles,Cubelles,BCO,PEN,1,24,0,7,7,0,19,0,0,19,0,19,0,0,19,19,0,0,0,5,5,1,1,0
"08057242",ESC,Centre públic Dep. i CEB,Escola Serena Vall,Sant Andreu de Llavaneres,MVO,MVO,1,18,0,0,0,18,0,0,0,18,18,0,0,0,18,18,10,0,10,0,0,1,1,0
"08057254",INS,Centre públic Dep. i CEB,Institut Pere Ribot,Vilassar de Mar,MVO,MVO,1,16,0,0,0,16,0,0,0,16,16,0,0,0,16,16,16,0,16,0,0,1,1,0
"08057266",ESC,Centre públic Dep. i CEB,Escola Els Cingles,L'Ametlla del Vallès,MVO,MVO,1,14,0,4,4,12,0,1,1,14,12,0,1,1,14,14,7,1,8,0,0,1,1,0
"08057540",INS,Centre públic Dep. i CEB,Institut Joan Brossa,Barcelona,CEB,CEB,1,29,0,0,0,4,4,0,0,8,4,4,0,0,8,8,0,1,1,0,0,1,1,0
"08057667",CFA,CFA Departament,CFA Trinitat Vella,Barcelona,CEB,CEB,1,5,2,0,2,4,0,0,1,5,3,0,0,0,3,5,0,0,0,2,0,1,1,0
"08057679",CFA,CFA Departament,CFA Bellvitge-Gornal,L'Hospitalet de Llobregat,BCO,BCO,1,4,0,0,0,9,1,0,0,10,3,0,0,0,3,3,0,0,0,0,0,1,1,0
"08057734",ESC,Centre públic Dep. i CEB,Escola Antoni Gaudí,Santa Margarida de Montbui,CCE,PEN,1,16,5,2,7,0,16,0,0,16,0,11,0,0,11,16,0,11,11,5,5,1,1,0
"08057874",CFA,CFA Departament,CFA Catalònia,L'Hospitalet de Llobregat,BCO,BCO,1,3,0,0,0,7,1,2,0,10,3,0,0,0,3,3,0,0,0,0,0,1,1,0
"08057965",CFA,CFA Departament,CFA Can Serra,L'Hospitalet de Llobregat,BCO,BCO,1,6,0,0,0,6,0,0,0,6,3,0,0,0,3,3,0,0,0,0,0,1,1,0
"08058106",AH,Aules hospitalàries,A. Hospitalària Hospital Clínic i Provincial de Barcelona,Barcelona,CEB,CEB,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0
"08058118",AH,Aules hospitalàries,A. Hospitalària Hospital del Mar,Barcelona,CEB,CEB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"08058209",CFA,CFA Departament,CFA Sant Boi,Sant Boi de Llobregat,BLL,BLL,1,4,0,0,0,7,0,0,0,7,3,0,0,0,3,3,0,0,0,0,0,1,1,0
"08058210",CFA,CFA Departament,CFA Badia del Vallès,Badia del Vallès,VOC,VOC,1,1,0,0,0,2,1,0,0,3,1,0,0,0,1,1,0,0,0,0,0,1,1,0
"08058337",CFA,Casos especials,CFA La Llar,Terrassa,VOC,VOC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08058362",ESC,Centre públic Dep. i CEB,Escola Riera de Ribes,Sant Pere de Ribes,BCO,PEN,1,51,0,0,0,0,0,9,9,18,0,0,9,9,18,18,9,9,18,0,0,1,1,0
"08058374",ESC,Centre públic Dep. i CEB,Escola Els Alocs,Vilassar de Mar,MVO,MVO,1,10,1,1,2,0,1,3,0,4,0,1,3,0,4,5,0,1,1,2,2,1,1,0
"08058404",INS,Centre públic Dep. i CEB,Institut Cirviànum de Torelló,Torelló,CCE,CCE,1,22,1,29,30,13,4,0,0,17,13,4,0,0,17,18,0,2,2,5,5,1,1,0
"08058416",ESC,Centre públic Dep. i CEB,Escola L'Arenal de Llevant,Barcelona,CEB,CEB,1,19,0,8,8,19,3,0,0,22,19,0,0,0,19,19,6,3,9,0,0,1,1,0
"08058428",INS,Centre públic Dep. i CEB,Institut Bisaura,Sant Quirze de Besora,CCE,CCE,1,7,1,0,1,8,0,0,0,8,6,0,0,0,6,7,0,0,0,1,1,1,1,0
"08058441",ESC,Centre públic Dep. i CEB,Escola Giroi,La Garriga,MVO,MVO,1,22,8,0,8,0,0,6,0,6,0,0,6,0,6,14,0,0,0,8,6,1,1,0
"08058465",ESC,Centre públic Dep. i CEB,Escola Enxaneta,Terrassa,VOC,VOC,1,27,0,0,0,27,0,0,0,27,27,0,0,0,27,27,27,0,27,0,0,1,1,0
"08058489",CFA,CFA Departament,CFA Can Batlló,Barcelona,CEB,CEB,1,1,0,0,0,3,0,4,0,7,1,0,0,0,1,1,0,0,0,0,0,1,1,0
"08058519",ESC,Centre públic Dep. i CEB,Escola Sinera,Arenys de Mar,MVO,MVO,1,18,0,15,15,0,1,7,0,8,0,1,7,0,8,8,2,0,2,10,5,1,1,0
"08058520",INS,Centre públic Dep. i CEB,Institut Puig de la Creu,Castellar del Vallès,VOC,VOC,1,24,1,0,1,16,0,0,0,16,16,0,0,0,16,17,0,0,0,1,1,1,1,0
"08058775",INS,Centre públic Dep. i CEB,Institut Front Marítim,Barcelona,CEB,CEB,1,23,0,0,0,14,1,0,0,15,14,1,0,0,15,15,0,1,1,0,0,1,1,0
"08058957",ESC,Centre públic Dep. i CEB,Escola Els Costerets,Sant Pere de Ribes,BCO,PEN,1,19,0,1,1,12,6,0,0,18,12,6,0,0,18,18,12,6,18,1,1,1,1,0
"08058969",INS,Centre públic Dep. i CEB,Institut El Vern,Lliçà de Vall,MVO,MVO,1,14,2,0,2,0,12,0,0,12,0,12,0,0,12,14,0,0,0,2,2,1,1,0
"08059044",CFA,CFA Departament,CFA La Llagosta,La Llagosta,MVO,MVO,1,4,0,2,2,2,3,0,1,6,3,0,0,0,3,3,0,0,0,0,0,1,1,0
"08059093",ESC,Centre públic Dep. i CEB,Escola d'Hortsavinyà,Tordera,MVO,MVO,1,9,1,0,1,0,1,0,1,2,0,1,0,1,2,3,0,0,0,1,1,1,1,0
"08059226",EE,EE Privats,Vida Montserrat,Barcelona,CEB,CEB,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,1,0
"08059329",INS,Centre públic Dep. i CEB,Institut Can Peixauet,Santa Coloma de Gramenet,BCO,BCO,1,26,0,6,6,9,0,0,0,9,9,0,0,0,9,9,9,0,9,6,6,1,1,0
"08059342",INS,Centre públic Dep. i CEB,IESA Institut del Teatre,Barcelona,CEB,CEB,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
"08059354",ESC,Centre públic Dep. i CEB,Escola Les Roques Blaves,Esparreguera,BLL,BLL,1,11,0,0,0,17,0,0,0,17,11,0,0,0,11,11,7,0,7,0,0,1,1,0
"08059524",INS,Centre públic Dep. i CEB,Institut de Navarcles,Navarcles,CCE,CCE,1,10,1,0,1,8,0,0,0,8,8,0,0,0,8,9,0,0,0,1,1,1,1,0
"08059551",EOI,Centre públic Dep. i CEB,EOI de Manresa,Manresa,CCE,CCE,1,33,0,0,0,13,1,0,0,14,13,1,0,0,14,14,0,1,1,0,0,1,1,0
"08059639",ESC,Centre públic Dep. i CEB,Escola Progrés,Badalona,BCO,BCO,1,19,3,0,3,16,0,0,0,16,16,0,0,0,16,19,0,2,2,3,3,1,1,0
"08059688",INS,Centre públic Dep. i CEB,Institut Maria Aurèlia Capmany,Cornellà de Llobregat,BLL,BLL,1,23,2,0,2,20,0,0,0,20,20,0,0,0,20,22,0,0,0,2,2,1,1,0
"08059691",CFA,CFA Departament,CFA Anna Murià,Terrassa,VOC,VOC,1,5,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0
"08059706",CFA,CFA Departament,CFA Salvador Espriu,Terrassa,VOC,VOC,1,4,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,1,1,0
"08059721",ESC,Centre públic Dep. i CEB,Escola Marta Mata,Viladecans,BLL,BLL,1,19,0,0,0,20,0,0,0,20,19,0,0,0,19,19,19,0,19,0,0,1,1,0
"08059731",CFA,CFA Departament,CFA Arquitecte Jujol,Sant Joan Despí,BLL,BLL,1,1,0,0,0,5,1,4,0,10,1,0,0,0,1,1,0,0,0,0,0,1,1,0
"08059755",ESC,Centre públic Dep. i CEB,Escola La Font,Manresa,CCE,CCE,1,28,0,0,0,0,0,24,0,24,0,0,24,0,24,24,0,0,0,0,0,1,1,0
"08059767",ESC,Centre públic Dep. i CEB,Escola Tanit,Santa Coloma de Gramenet,BCO,BCO,1,9,1,0,1,0,9,0,0,9,0,8,0,0,8,9,0,8,8,1,1,1,1,0
"08059780",ESC,Centre públic Dep. i CEB,Escola Bellavista-Joan Camps i Giró,Bellavista (Les Franqueses del Vallès),MVO,MVO,1,37,2,5,7,10,0,0,2,12,10,0,0,2,12,14,10,2,12,7,7,1,1,0
"08059792",ESC,Centre públic Dep. i CEB,Escola Mogent,Montornès del Vallès,MVO,MVO,1,19,5,0,5,19,0,0,0,19,14,0,0,0,14,19,8,0,8,5,5,1,1,0
"08059809",ESC,Centre públic Dep. i CEB,Escola El Roure,Sant Fost de Campsentelles,MVO,MVO,1,9,1,12,13,0,0,2,0,2,0,0,2,0,2,3,2,0,2,7,3,1,1,0
"08059810",ESC,Centre públic Dep. i CEB,Escola Vinya del Sastret,Sant Esteve Sesrovires,BLL,BLL,1,10,0,0,0,10,0,0,0,10,10,0,0,0,10,10,6,0,6,0,0,1,1,0
"08059822",ESC,Centre públic Dep. i CEB,Escola Ernest Lluch,Abrera,BLL,BLL,1,18,0,0,0,18,0,0,0,18,18,0,0,0,18,18,8,0,8,0,0,1,1,0
"08059871",ESC,Centre públic Dep. i CEB,Escola Gerbert d'Orlhac,Sant Cugat del Vallès,VOC,VOC,1,19,1,0,1,0,18,0,0,18,0,18,0,0,18,19,0,18,18,1,1,1,1,0
"08059998",ESC,Centre públic Dep. i CEB,Escola La Pau,Sant Sadurní d'Anoia,BCO,PEN,1,18,0,0,0,19,1,0,0,20,18,0,0,0,18,18,6,0,6,0,0,1,1,0
"08060009",INS,Centre públic Dep. i CEB,Institut Manuel Carrasco i Formiguera,Sant Feliu de Codines,MVO,MVO,1,10,0,0,0,0,8,0,0,8,0,8,0,0,8,8,0,8,8,0,0,1,1,0
"08060095",CFA,CFA Departament,CFA Montseny,Vic,CCE,CCE,1,7,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0
"08060113",CFA,CFA Departament,CFA Jacint Carrió i Vilaseca,Manresa,CCE,CCE,1,8,0,0,0,8,0,0,0,8,3,0,0,0,3,3,0,0,0,0,0,1,1,0
"08060137",CFA,CFA Departament,CFA Edèlia Hernández,Viladecans,BLL,BLL,1,3,0,0,0,3,2,1,2,8,3,0,0,0,3,3,0,0,0,0,0,1,1,0
"08060204",CFA,CFA Departament,CFA Gran Sol,Badalona,BCO,BCO,1,4,2,2,4,0,6,0,0,6,2,0,0,0,2,4,0,0,0,2,0,1,1,0
"08060216",CFA,CFA Departament,CFA Morera Pomar,Badalona,BCO,BCO,1,3,0,0,0,9,0,0,0,9,3,0,0,0,3,3,0,0,0,0,0,1,1,0
"08060228",CFA,CFA Departament,CFA El Clot,Barcelona,CEB,CEB,1,2,0,7,7,1,2,0,0,3,2,0,0,0,2,2,0,0,0,0,0,1,1,0
"08060231",CFA,CFA Departament,CFA Pegaso,Barcelona,CEB,CEB,1,4,0,0,0,2,2,2,2,8,3,0,0,0,3,3,0,0,0,0,0,1,1,0
"08060253",CFA,CFA Departament,CFA Can Marfà,Mataró,MVO,MVO,1,6,0,0,0,4,1,0,0,5,3,0,0,0,3,3,0,0,0,0,0,1,1,0
"08060265",CFA,CFA Departament,CFA Premià de Mar,Premià de Mar,MVO,MVO,1,4,0,0,0,0,1,0,3,4,3,0,0,0,3,3,0,0,0,0,0,1,1,0
"08060277",CFA,CFA Departament,CFA Pau Casals,Rubí,VOC,VOC,1,4,0,0,0,9,0,1,0,10,3,0,0,0,3,3,0,0,0,0,0,1,1,0
"08060289",CFA,CFA Departament,CFA Fondo,Santa Coloma de Gramenet,BCO,BCO,1,5,0,3,3,6,0,0,0,6,3,0,0,0,3,3,0,0,0,3,0,1,1,0
"08060290",CFA,CFA Departament,CFA Singuerlín,Santa Coloma de Gramenet,BCO,BCO,1,4,0,1,1,5,1,0,0,6,3,0,0,0,3,3,0,0,0,0,0,1,1,0
"08060319",ESC,Centre públic Dep. i CEB,Escola Les Fonts,Argentona,MVO,MVO,1,14,0,0,0,13,2,0,0,15,13,1,0,0,14,14,13,1,14,0,0,1,1,0
"08060411",CFA,CFA Departament,CFA Sants-Sant Raimon de Penyafort,Barcelona,CEB,CEB,1,2,0,0,0,6,0,0,1,7,2,0,0,0,2,2,0,0,0,0,0,1,1,0
"08060423",ESC,Centre públic Dep. i CEB,Escola Mas Prats,Palafolls,MVO,MVO,1,17,0,0,0,0,18,0,0,18,0,17,0,0,17,17,0,17,17,0,0,1,1,0
"08060484",ESC,Centre públic Dep. i CEB,Escola Taula Rodona,Sant Quirze del Vallès,VOC,VOC,1,18,1,0,1,18,0,0,0,18,17,0,0,0,17,18,17,0,17,1,1,1,1,0
"08060514",INS,Centre públic Dep. i CEB,Institut de Masquefa,Masquefa,CCE,PEN,1,23,28,2,30,0,10,0,0,10,0,0,0,0,0,28,0,0,0,23,6,1,1,0
"08060526",ESC,Centre públic Dep. i CEB,Escola Creixà,Piera,CCE,PEN,1,9,1,0,1,0,7,0,0,7,0,7,0,0,7,8,0,0,0,1,1,1,1,0
"08060538",EOI,Centre públic Dep. i CEB,EOI del Prat de Llobregat,El Prat de Llobregat,BLL,BLL,1,32,0,0,0,0,7,0,0,7,0,7,0,0,7,7,0,0,0,0,0,1,1,0
"08060599",ESC,Centre públic Dep. i CEB,Escola Garigot,Castelldefels,BLL,BLL,1,17,1,0,1,16,0,0,0,16,16,0,0,0,16,17,4,0,4,1,1,1,1,0
"08060605",ESC,Centre públic Dep. i CEB,Escola Font del Roure,Masquefa,CCE,PEN,1,18,0,12,12,18,0,0,0,18,18,0,0,0,18,18,8,0,8,0,0,1,1,0
"08060629",ESC,Centre públic Dep. i CEB,Escola El Corb,Corbera de Llobregat,BLL,BLL,1,9,1,0,1,8,0,0,0,8,8,0,0,0,8,9,0,0,0,1,1,1,1,0
"08060757",ESC,Centre públic Dep. i CEB,Escola Joan Torredemer Canela,Matadepera,VOC,VOC,1,18,1,2,3,0,0,3,15,18,0,0,3,14,17,18,3,14,17,1,1,1,1,0
"08060836",ESC,Centre públic Dep. i CEB,Escola Turó del Drac,Canet de Mar,MVO,MVO,1,18,0,1,1,0,2,0,2,4,0,2,0,2,4,4,0,4,4,1,1,1,1,0
"08060848",ESC,Centre públic Dep. i CEB,Escola de Sant Andreu de la Barca,Sant Andreu de la Barca,BLL,BLL,1,18,2,0,2,16,2,0,0,18,16,0,0,0,16,18,16,0,16,2,2,1,1,0
"08060851",ESC,Centre públic Dep. i CEB,Escola L'Olivera,Vallirana,BLL,BLL,1,17,1,0,1,16,0,0,0,16,16,0,0,0,16,17,0,16,16,1,1,1,1,0
"08060873",ESC,Centre públic Dep. i CEB,Escola Eulàlia Bota,Barcelona,CEB,CEB,1,18,0,1,1,18,0,0,0,18,18,0,0,0,18,18,6,0,6,0,0,1,1,0
"08060903",ESC,Centre públic Dep. i CEB,Escola El Colomer,El Rieral de Bigues (Bigues i Riells),MVO,MVO,1,18,0,0,0,17,1,0,0,18,17,1,0,0,18,18,17,1,18,0,0,1,1,0
"08060915",INS,Centre públic Dep. i CEB,Institut Maria de Bell-lloc,El Rieral de Bigues (Bigues i Riells),MVO,MVO,1,21,0,0,0,14,2,0,2,18,14,2,0,2,18,18,2,2,4,0,0,1,1,0
"08060927",ESC,Centre públic Dep. i CEB,Escola Vora del Mar,Cubelles,BCO,PEN,1,18,0,0,0,14,4,0,0,18,14,4,0,0,18,18,14,4,18,0,0,1,1,0
"08060939",ESC,Centre públic Dep. i CEB,Escola Guerau de Liost,Corró d'Avall (Les Franqueses del Vallès),MVO,MVO,1,19,0,0,0,0,6,13,0,19,0,6,13,0,19,19,4,6,10,0,0,1,1,0
"08060940",ESC,Centre públic Dep. i CEB,Escola Rosa Oriol Anguera,Lliçà d'Amunt,MVO,MVO,1,18,4,2,6,12,0,0,0,12,12,0,0,0,12,16,12,0,12,6,5,1,1,0
"08060952",ESC,Centre públic Dep. i CEB,Escola Els Vinyals,Lliçà de Vall,MVO,MVO,1,9,1,0,1,9,0,0,0,9,8,0,0,0,8,9,5,0,5,1,1,1,1,0
"08060964",ESC,Centre públic Dep. i CEB,Escola Quatre Vents,Manlleu,CCE,CCE,1,19,0,2,2,21,0,0,0,21,19,0,0,0,19,19,19,0,19,0,0,1,1,0
"08060976",INS,Centre públic Dep. i CEB,Institut del Voltreganès,La Gleva (Les Masies de Voltregà),CCE,CCE,1,16,0,17,17,3,0,0,0,3,3,0,0,0,3,3,0,0,0,13,5,1,1,0
"08060988",ESC,Centre públic Dep. i CEB,Escola Cal Músic,Mollet del Vallès,MVO,MVO,1,15,1,0,1,11,4,0,0,15,11,3,0,0,14,15,11,3,14,1,1,1,1,0
"08060991",ESC,Centre públic Dep. i CEB,Escola Mogent,La Roca del Vallès,MVO,MVO,1,17,0,1,1,15,0,0,2,17,15,0,0,2,17,17,0,2,2,0,0,1,1,0
