id,nom,municipi,sstt,ssttNou,idResposta,dataResposta,pDepartament,pAltres,pTotal,e75paret,e75rodes,e65paret,e65rodes,eTotal,srFixes,srRodes,srTotal,retirada,armaris
"08000013",Escola Francesc Platón i Sartí,Abrera,BLL,BLL,4230878,01/04/2022,0,0,0,0,0,0,20,20,0,0,0,16,5
"08000049",Escola Fabra,Alella,MVO,MVO,4225112,29/03/2022,0,6,6,17,0,0,0,17,17,0,17,16,4
"08000086",Escola La Forja - ZER Alt Lluçanès,Alpens,CCE,CCE,4229999,31/03/2022,0,0,0,1,1,0,0,2,1,1,2,0,1
"08000098",Escola Bertí,L'Ametlla del Vallès,MVO,MVO,4227853,30/03/2022,2,1,3,4,0,0,0,4,3,1,4,4,0
"08000153",Escola Joan Maragall,Arenys de Mar,MVO,MVO,4223402,28/03/2022,0,0,0,17,1,9,0,27,9,1,10,17,5
"08000165",Escola Sant Martí,Arenys de Munt,MVO,MVO,4218886,25/03/2022,1,1,2,15,1,0,0,16,15,1,16,15,2
"08000189",Escola Bernat de Riudemeia,Argentona,MVO,MVO,4229994,31/03/2022,8,5,13,8,0,1,1,10,0,0,0,7,2
"08000244",Escola Doctor Ferrer,Artés,CCE,CCE,4227588,30/03/2022,0,0,0,16,2,0,0,18,16,2,18,18,4
"08000271",Escola Santa Maria d'Avià,Avià,CCE,CCE,4215491,24/03/2022,0,0,0,10,2,0,0,12,10,2,12,10,3
"08000347",Escola d'Avinyonet del Penedès,Avinyó Nou (Avinyonet del Penedès),BCO,PEN,4213455,23/03/2022,5,6,11,6,0,0,0,6,6,0,6,4,1
"08000359",Escola La Muntanya,Aiguafreda,MVO,MVO,4229938,31/03/2022,0,0,0,5,3,0,3,11,5,6,11,8,3
"08000384",Escola Lola Anglada,Badalona,BCO,BCO,4228959,31/03/2022,0,0,0,1,0,9,2,12,0,0,0,3,4
"08000396",Escola Ventós i Mir,Badalona,BCO,BCO,4214015,23/03/2022,4,1,5,0,0,12,0,12,12,0,12,8,1
"08000402",Escola Feliu i Vegués,Badalona,BCO,BCO,4216360,24/03/2022,1,7,8,7,0,0,0,7,7,0,7,7,1
"08001391",Escola Planas i Casals,Badalona,BCO,BCO,4227861,30/03/2022,0,0,0,7,11,0,0,18,7,11,18,0,2
"08001421",Institut La Pineda,Badalona,BCO,BCO,4225889,29/03/2022,0,0,0,0,10,0,2,12,0,0,0,0,4
"08001431",Institut Isaac Albéniz,Badalona,BCO,BCO,4216259,24/03/2022,0,0,0,22,0,0,0,22,0,0,0,0,0
"08001443",Institut Eugeni d'Ors,Badalona,BCO,BCO,4215627,24/03/2022,0,0,0,14,0,0,12,26,14,12,26,0,2
"08001480",EA Pau Gargallo,Badalona,BCO,BCO,4213674,23/03/2022,0,0,0,6,0,0,0,6,6,0,6,6,3
"08001509",Escola Antoni Botey,Badalona,BCO,BCO,4227415,30/03/2022,1,1,2,18,0,0,0,18,17,1,18,18,3
"08001522",Escola Galceran de Pinós,Bagà,CCE,CCE,4234315,04/04/2022,1,0,1,6,0,0,1,7,3,1,4,10,2
"08001595",Escola Baixeras,Barcelona,CEB,CEB,4222356,28/03/2022,1,3,4,9,0,0,0,9,0,0,0,7,2
"08001601",Escola Parc de la Ciutadella,Barcelona,CEB,CEB,4224686,29/03/2022,1,8,9,1,0,8,0,9,3,0,3,9,1
"08001649",Escola Mossèn Jacint Verdaguer,Barcelona,CEB,CEB,4212958,23/03/2022,3,0,3,18,0,0,0,18,0,0,0,18,2
"08001650",Escola El Polvorí,Barcelona,CEB,CEB,4223504,28/03/2022,2,1,3,6,1,0,0,7,0,1,1,6,1
"08001674",Escola Can Clos,Barcelona,CEB,CEB,4224562,29/03/2022,1,0,1,4,3,0,0,7,4,3,7,0,2
"08001716",Escola Dolors Monserdà-Santapau,Barcelona,CEB,CEB,4230594,31/03/2022,2,0,2,18,0,0,0,18,18,0,18,10,4
"08001731",Escola Poeta Foix,Barcelona,CEB,CEB,4224685,29/03/2022,0,0,0,10,4,0,0,14,10,4,14,15,1
"08001777",Escola Ramon Llull,Barcelona,CEB,CEB,4214708,23/03/2022,0,0,0,20,0,0,0,20,8,0,8,20,3
"08001789",Escola Cervantes,Barcelona,CEB,CEB,4229430,31/03/2022,1,0,1,9,0,0,0,9,9,0,9,9,2
"08001790",Escola Pere Vila,Barcelona,CEB,CEB,4231455,01/04/2022,2,0,2,18,0,0,0,18,6,0,6,18,2
"08001807",Escola de la Concepció,Barcelona,CEB,CEB,4213144,23/03/2022,0,0,0,0,9,0,0,9,0,0,0,8,2
"08001819",Escola Collaso i Gil,Barcelona,CEB,CEB,4213242,23/03/2022,0,0,0,13,0,0,0,13,0,0,0,13,4
"08001820",Escola Milà i Fontanals,Barcelona,CEB,CEB,4227371,30/03/2022,0,0,0,18,3,0,0,21,18,3,21,10,4
"08001832",Escola Castella,Barcelona,CEB,CEB,4231487,01/04/2022,0,0,0,8,1,0,0,9,8,1,9,4,2
"08001856",Escola Drassanes,Barcelona,CEB,CEB,4229029,31/03/2022,4,7,11,0,0,13,1,14,6,1,7,4,2
"08001868",Escola Rubén Darío,Barcelona,CEB,CEB,4226906,30/03/2022,1,0,1,0,1,5,2,8,5,2,7,7,1
"08001911",Escola Els Llorers,Barcelona,CEB,CEB,4223400,28/03/2022,12,8,20,0,1,7,4,12,3,2,5,7,5
"08001923",Escola Diputació,Barcelona,CEB,CEB,4225198,29/03/2022,0,12,12,0,20,0,0,20,17,3,20,14,6
"08001947",Escola Mallorca,Barcelona,CEB,CEB,4230176,31/03/2022,0,0,0,18,0,0,0,18,18,0,18,15,4
"08002009",Escola Francesc Macià,Barcelona,CEB,CEB,4236930,05/04/2022,2,3,5,2,0,7,0,9,9,0,9,9,2
"08002010",Escola Lluís Vives,Barcelona,CEB,CEB,4235282,04/04/2022,5,4,9,9,0,0,0,9,9,0,9,7,2
"08002022",Escola Cal Maiol,Barcelona,CEB,CEB,4229581,31/03/2022,1,0,1,11,0,0,0,11,11,0,11,10,2
"08002058",Escola Pràctiques,Barcelona,CEB,CEB,4214095,23/03/2022,3,0,3,18,0,0,0,18,18,0,18,21,5
"08002061",Escola Jaume I,Barcelona,CEB,CEB,4230688,31/03/2022,1,2,3,14,0,0,4,18,0,3,3,22,4
"08002071",Escola Gayarre,Barcelona,CEB,CEB,4234763,04/04/2022,1,0,1,6,3,0,0,9,6,3,9,4,2
"08002113",Escola Rius i Taulet,Barcelona,CEB,CEB,4235007,04/04/2022,0,2,2,17,0,0,0,17,17,0,17,17,5
"08002174",Escola Baldiri Reixac,Barcelona,CEB,CEB,4225164,29/03/2022,0,0,0,9,0,0,0,9,9,0,9,9,1
"08002186",Escola Mare de Déu de Montserrat,Barcelona,CEB,CEB,4213894,23/03/2022,0,0,0,9,0,0,0,9,6,0,6,9,3
"08002198",Escola La Farigola de Vallcarca,Barcelona,CEB,CEB,4230036,31/03/2022,0,0,0,8,1,0,0,9,3,0,3,9,2
"08002204",Escola Montseny,Barcelona,CEB,CEB,4218888,25/03/2022,0,0,0,6,3,0,0,9,6,3,9,6,3
"08002216",Escola Josep Maria de Sagarra,Barcelona,CEB,CEB,4228098,30/03/2022,0,0,0,9,0,0,0,9,9,0,9,9,2
"08002277",Escola Calderón de la Barca,Barcelona,CEB,CEB,4236347,05/04/2022,1,0,1,18,0,0,0,18,0,0,0,1,4
"08002290",Escola Emili Juncadella,Barcelona,CEB,CEB,4221336,28/03/2022,1,0,1,0,9,0,0,9,0,0,0,0,2
"08002320",Escola Ciutat Comtal,Barcelona,CEB,CEB,4225227,29/03/2022,2,11,13,0,9,0,0,9,0,9,9,0,2
"08002344",Escola El Turó,Barcelona,CEB,CEB,4236921,05/04/2022,1,0,1,0,0,6,2,8,3,0,3,6,2
"08002368",Escola Timbaler del Bruc,Barcelona,CEB,CEB,4237108,05/04/2022,1,0,1,6,1,6,0,13,4,1,5,11,2
"08002393",Escola L'Arc de Sant Martí,Barcelona,CEB,CEB,4228971,31/03/2022,6,9,15,2,0,1,0,3,0,0,0,2,4
"08002411",Escola Baró de Viver,Barcelona,CEB,CEB,4226997,30/03/2022,1,0,1,9,0,0,0,9,9,0,9,7,3
"08002459",Escola Elisenda de Montcada,Barcelona,CEB,CEB,4213998,23/03/2022,10,14,24,7,0,0,0,7,0,0,0,7,4
"08002484",Escola Marta Mata,Barcelona,CEB,CEB,4230046,31/03/2022,1,0,1,0,0,0,8,8,0,8,8,0,2
"08002526",Escola Tibidabo,Barcelona,CEB,CEB,4213813,23/03/2022,0,0,0,9,0,0,0,9,9,0,9,9,2
"08002538",Escola Víctor Català,Barcelona,CEB,CEB,MANUAL,44659,0,1,1,18,0,0,0,18,6,0,6,18,2
"08002551",Escola Molí de Finestrelles,Barcelona,CEB,CEB,4227569,30/03/2022,0,0,0,19,0,0,0,19,19,0,19,19,4
"08002563",Escola La Mar Bella,Barcelona,CEB,CEB,4231763,01/04/2022,1,0,1,0,12,2,2,16,2,14,16,10,3
"08002575",Escola La Pau,Barcelona,CEB,CEB,4222547,28/03/2022,0,0,0,10,0,3,2,15,0,2,2,12,2
"08002587",Escola Concepción Arenal,Barcelona,CEB,CEB,4213096,23/03/2022,1,0,1,0,9,0,0,9,0,9,9,0,2
"08002599",Escola Eduard Marquina,Barcelona,CEB,CEB,4226856,30/03/2022,1,0,1,0,0,0,9,9,0,9,9,1,2
"08002617",Escola Rambleta del Clot,Barcelona,CEB,CEB,4227904,30/03/2022,0,3,3,10,0,0,4,14,5,4,9,10,5
"08002629",Escola Les Acàcies,Barcelona,CEB,CEB,4223399,28/03/2022,0,2,2,18,1,0,0,19,18,1,19,19,4
"08002630",Escola Els Porxos,Barcelona,CEB,CEB,4225687,29/03/2022,1,0,1,7,0,0,2,9,3,2,5,7,1
"08002642",Escola Poblenou,Barcelona,CEB,CEB,4225516,29/03/2022,0,4,4,14,0,0,0,14,10,0,10,14,4
"08002654",Escola Prim,Barcelona,CEB,CEB,4236682,05/04/2022,6,3,9,0,0,0,10,10,0,10,10,4,2
"08002666",CEE Concha Espina,Barcelona,CEB,CEB,4234478,04/04/2022,6,3,9,3,0,0,0,3,0,0,0,2,0
"08002681",Escola Duran i Bas,Barcelona,CEB,CEB,4236524,05/04/2022,0,0,0,17,1,0,0,18,6,1,7,18,4
"08002721",Escola Font d'en Fargas,Barcelona,CEB,CEB,4222358,28/03/2022,2,2,4,19,0,0,0,19,19,0,19,19,4
"08002733",Escola Miralletes,Barcelona,CEB,CEB,4227464,30/03/2022,1,0,1,6,0,0,3,9,6,3,9,7,2
"08002745",Escola El Carmel,Barcelona,CEB,CEB,4222615,28/03/2022,17,0,17,0,0,7,0,7,2,0,2,5,2
"08002770",Escola Àgora,Barcelona,CEB,CEB,4211864,22/03/2022,0,2,2,5,2,2,0,9,2,2,4,5,3
"08002800",Escola Mas Casanovas,Barcelona,CEB,CEB,4233863,04/04/2022,0,1,1,8,1,0,0,9,8,1,9,5,2
"08002873",Escola Bac de Roda,Barcelona,CEB,CEB,4218744,25/03/2022,0,20,20,18,0,0,0,18,0,0,0,18,4
"08002897",Escola Mestre Morera,Barcelona,CEB,CEB,4218240,25/03/2022,3,0,3,5,1,1,0,7,3,0,3,7,2
"08002915",Escola Brasil,Barcelona,CEB,CEB,4225474,29/03/2022,0,0,0,9,0,0,4,13,5,4,9,20,4
"08002927",Escola Joaquim Ruyra,Barcelona,CEB,CEB,4213488,23/03/2022,0,0,0,18,0,0,0,18,6,0,6,8,4
"08002952",Escola Enric Granados,Barcelona,CEB,CEB,4218768,25/03/2022,0,0,0,9,0,0,0,9,4,0,4,9,2
"08002976",Escola Ramon Casas,Barcelona,CEB,CEB,4215019,23/03/2022,1,2,3,11,0,4,0,15,15,0,15,15,4
"08002988",Escola Pare Poveda,Barcelona,CEB,CEB,4230174,31/03/2022,0,0,0,10,0,4,1,15,14,1,15,12,2
"08002991",Escola Cascavell,Sant Adrià de Besòs,BCO,BCO,4227868,30/03/2022,1,0,1,0,1,0,0,1,0,0,0,0,4
"08003491",Escola De Bosc de Montjuïc,Barcelona,CEB,CEB,4227848,30/03/2022,1,0,1,0,9,0,0,9,0,0,0,0,2
"08003695",Escola Bàrkeno,Barcelona,CEB,CEB,4222490,28/03/2022,0,11,11,9,0,0,0,9,9,0,9,9,2
"08004389",Escola Reina Violant,Barcelona,CEB,CEB,4212889,23/03/2022,0,0,0,13,0,0,0,13,13,0,13,13,3
"08007202",Escola Patronat Domènech,Barcelona,CEB,CEB,4226934,30/03/2022,0,0,0,9,0,0,0,9,3,0,3,9,2
"08008449",Escola Turó Blau,Barcelona,CEB,CEB,4216641,24/03/2022,0,0,0,9,0,0,0,9,5,0,5,9,1
"08009171",Escola Casas,Barcelona,CEB,CEB,4227250,30/03/2022,0,0,0,13,3,2,0,18,6,3,9,14,2
"08009776",Escola Arc Iris,Barcelona,CEB,CEB,4227426,30/03/2022,0,0,0,0,0,6,3,9,6,3,9,9,1
"08010146",Escola del Mar,Barcelona,CEB,CEB,4231141,01/04/2022,0,0,0,0,0,0,9,9,0,9,9,0,2
"08010201",Escola Parc del Guinardó,Barcelona,CEB,CEB,4218878,25/03/2022,0,0,0,9,0,3,0,12,3,0,3,11,1
"08010912",Escola Ignasi Iglésias,Barcelona,CEB,CEB,4213254,23/03/2022,7,0,7,7,1,0,0,8,0,0,0,7,2
"08012714",Institut Anna Gironella de Mundet,Barcelona,CEB,CEB,4234981,04/04/2022,0,0,0,28,0,0,0,28,28,0,28,23,28
"08013093",Institut Montjuïc,Barcelona,CEB,CEB,4227219,30/03/2022,1,0,1,10,0,0,0,10,0,0,0,10,4
"08013101",Institut Joan d'Àustria,Barcelona,CEB,CEB,4226264,29/03/2022,0,24,24,18,1,5,0,24,0,0,0,20,0
"08013111",Institut Jaume Balmes,Barcelona,CEB,CEB,4228149,30/03/2022,0,0,0,30,2,0,0,32,30,2,32,30,6
"08013135",Institut Moisès Broggi,Barcelona,CEB,CEB,4227607,30/03/2022,0,0,0,20,5,0,0,25,20,5,25,0,6
"08013147",Institut Sants,Barcelona,CEB,CEB,4227494,30/03/2022,1,0,1,0,38,0,0,38,0,20,20,0,0
"08013159",Institut Infanta Isabel d'Aragó,Barcelona,CEB,CEB,4229425,31/03/2022,0,0,0,25,0,0,0,25,0,0,0,0,0
"08013160",Institut Poeta Maragall,Barcelona,CEB,CEB,4227441,30/03/2022,0,0,0,16,0,1,3,20,0,0,0,17,2
"08013184",Institut Bernat Metge,Barcelona,CEB,CEB,4236852,05/04/2022,0,0,0,0,1,10,0,11,10,1,11,10,0
"08013196",Institut Milà i Fontanals,Barcelona,CEB,CEB,4222745,28/03/2022,0,0,0,19,0,0,0,19,0,0,0,19,10
"08013202",Institut Montserrat,Barcelona,CEB,CEB,4213378,23/03/2022,0,0,0,0,26,0,0,26,0,26,26,1,26
"08013214",Institut Narcís Monturiol,Barcelona,CEB,CEB,4230576,31/03/2022,0,0,0,11,0,0,1,12,0,1,1,9,4
"08013226",Institut Menéndez y Pelayo,Barcelona,CEB,CEB,4225247,29/03/2022,0,0,0,0,6,0,16,22,0,22,22,13,10
"08013238",Institut Verdaguer,Barcelona,CEB,CEB,4221795,28/03/2022,0,0,0,10,0,0,0,10,0,0,0,10,10
"08013275",Institut Escola del Treball,Barcelona,CEB,CEB,4228686,30/03/2022,0,2,2,11,23,0,0,34,11,20,31,13,40
"08013329",EA Llotja,Barcelona,CEB,CEB,4224902,29/03/2022,0,0,0,8,2,0,0,10,8,2,10,6,0
"08013354",CEE Municipal Vil·la Joana,Barcelona,CEB,CEB,4230924,01/04/2022,0,0,0,3,1,1,3,8,4,4,8,4,2
"08013366",Institut Nou Barris,Barcelona,CEB,CEB,4218756,25/03/2022,0,0,0,17,0,0,0,17,2,0,2,10,6
"08013408",Escola Barcelona,Barcelona,CEB,CEB,4218875,25/03/2022,0,0,0,19,0,0,0,19,19,0,19,19,4
"08013411",Escola Poble-sec,Barcelona,CEB,CEB,4222974,28/03/2022,4,0,4,14,3,0,0,17,6,0,6,14,4
"08013457",Escola Pegaso,Barcelona,CEB,CEB,4225423,29/03/2022,1,0,1,14,0,3,1,18,3,0,3,6,4
"08013469",Institut Rambla Prim,Barcelona,CEB,CEB,4211915,22/03/2022,0,0,0,0,9,0,0,9,0,9,9,0,0
"08013470",Institut Barri Besòs,Barcelona,CEB,CEB,4234079,04/04/2022,0,0,0,2,2,10,3,17,12,5,17,0,0
"08013901",CEE La Ginesta,Barcelona,CEB,CEB,4229885,31/03/2022,0,1,1,0,0,7,1,8,0,1,1,0,1
"08014115",Institut Ferran Tallada,Barcelona,CEB,CEB,4229698,31/03/2022,0,0,0,12,0,0,0,12,12,0,12,12,0
"08014188",Institut Josep Serrat i Bonastre,Barcelona,CEB,CEB,4233192,04/04/2022,0,0,0,13,1,0,0,14,0,1,1,0,5
"08014206",Institut Caterina Albert,Barcelona,CEB,CEB,4231070,01/04/2022,1,1,2,0,18,0,0,18,0,18,18,1,0
"08014401",Institut Mare de Déu de la Mercè,Barcelona,CEB,CEB,4230344,31/03/2022,0,0,0,25,3,0,0,28,0,3,3,0,4
"08014589",Escola Sant Cristòfor,Begues,BLL,BLL,4226881,30/03/2022,0,0,0,13,6,0,0,19,13,2,15,11,4
"08014620",Escola Sant Joan,Berga,CCE,CCE,4214577,23/03/2022,4,0,4,13,1,0,0,14,5,0,5,5,4
"08014668",Escola de la Valldan,Berga,CCE,CCE,4229980,31/03/2022,1,0,1,5,0,0,0,5,5,0,5,5,1
"08014681",Escola Santa Eulàlia,Berga,CCE,CCE,4215679,24/03/2022,0,0,0,18,0,0,0,18,18,0,18,0,4
"08014693",Institut Guillem de Berguedà,Berga,CCE,CCE,4229228,31/03/2022,1,5,6,22,0,0,1,23,0,0,0,22,0
"08014747",Escola El Turó,El Rieral de Bigues (Bigues i Riells),MVO,MVO,4227973,30/03/2022,0,0,0,9,2,0,0,11,5,2,7,11,3
"08014796",Escola de Borredà - ZER Berguedà Centre,Borredà,CCE,CCE,4230075,31/03/2022,1,0,1,0,1,0,0,1,0,1,1,0,1
"08014814",Escola El Bruc,El Bruc,CCE,PEN,4215644,24/03/2022,0,1,1,9,2,0,0,11,5,2,7,4,2
"08014841",Escola Les Oliveres - ZER Serra d'Ancosa,Cabrera d'Anoia,CCE,PEN,4231114,01/04/2022,1,0,1,0,6,0,0,6,6,0,6,4,1
"08014905",Escola L'Olivera,Cabrils,MVO,MVO,4222336,28/03/2022,0,4,4,13,1,0,0,14,0,0,0,0,0
"08014929",Escola Alta Segarra,Calaf,CCE,CCE,4214042,23/03/2022,0,0,0,18,0,0,1,19,6,1,7,0,4
"08015004",Escola Sagrada Família,Caldes d'Estrac,MVO,MVO,4229129,31/03/2022,1,0,1,11,0,0,0,11,11,0,11,3,2
"08015077",Escola El Farell,Caldes de Montbui,MVO,MVO,4227978,30/03/2022,1,0,1,16,2,0,0,18,2,0,2,16,4
"08015107",Escola Anton Busquets i Punset - ZER El Moianès Ponent,Calders,CCE,CCE,4230430,31/03/2022,0,1,1,4,0,0,0,4,2,0,2,4,0
"08015119",Escola La Minerva,Calella,MVO,MVO,4211973,22/03/2022,1,0,1,20,0,0,0,20,20,0,20,12,2
"08015144",Escola El Far,Calella,MVO,MVO,4226919,30/03/2022,1,7,8,18,0,0,0,18,18,0,18,18,4
"08015171",Institut Bisbe Sivilla,Calella,MVO,MVO,4228460,30/03/2022,0,0,0,22,0,0,0,22,0,0,0,22,5
"08015193",Escola Sant Marc,Calldetenes,CCE,CCE,4214159,23/03/2022,2,0,2,0,0,6,6,12,6,0,6,0,4
"08015247",Escola Joventut,Callús,CCE,CCE,4215914,24/03/2022,1,0,1,0,0,10,0,10,10,0,10,10,2
"08015259",Escola L'Alzinar - ZER Baix Montseny,Campins,MVO,MVO,4225260,29/03/2022,0,0,0,3,0,0,0,3,3,0,3,0,1
"08015302",Escola Misericòrdia,Canet de Mar,MVO,MVO,4225408,29/03/2022,0,0,0,17,0,0,0,17,17,0,17,0,5
"08015351",Escola Jacint Verdaguer,Sanaüja (Canovelles),MVO,MVO,4221821,28/03/2022,1,0,1,10,0,0,0,10,3,0,3,13,2
"08015375",Escola l'Estelada,Cànoves (Cànoves i Samalús),MVO,MVO,4217825,25/03/2022,1,0,1,8,6,0,0,14,8,6,14,0,2
"08015399",Escola Sant Nicolau,Canyelles,BCO,PEN,4229692,31/03/2022,0,0,0,18,0,0,0,18,18,0,18,18,4
"08015430",Escola Marquès de la Pobla,Capellades,CCE,PEN,4229530,31/03/2022,0,0,0,9,0,0,8,17,9,0,9,0,2
"08015454",Escola Ramon Macip - Dolors Granés,Cardedeu,MVO,MVO,4213627,23/03/2022,1,5,6,10,0,0,0,10,0,0,0,10,1
"08015582",Escola Patrocini,Cardona,CCE,CCE,4231664,01/04/2022,1,0,1,0,2,9,0,11,9,2,11,9,3
"08015612",Escola Joan de Palà - ZER El Cardener,La Coromina (Cardona),CCE,CCE,4216435,24/03/2022,0,0,0,2,0,0,0,2,2,0,2,0,1
"08015648",Escola Serra de Coll-Bas,Carme,CCE,PEN,4222424,28/03/2022,0,0,0,4,1,0,0,5,4,1,5,4,1
"08015651",Escola Princesa Làscaris,Casserres,CCE,CCE,4229657,31/03/2022,0,0,0,0,2,6,0,8,6,2,8,0,3
"08015806",Escola Jaume Balmes,El Borràs (Castellbell i el Vilar),CCE,CCE,4214574,23/03/2022,0,0,0,9,2,0,0,11,9,2,11,11,4
"08015821",Escola Mare de Déu de Montserrat,Castellbisbal,VOC,VOC,4226907,30/03/2022,0,0,0,16,0,1,0,17,0,0,0,17,2
"08015831",Escola La Popa,Castellcir,CCE,CCE,4213956,23/03/2022,2,1,3,1,0,0,0,1,0,0,0,1,1
"08015843",Escola Lluís Vives,Castelldefels,BLL,BLL,4221429,28/03/2022,0,0,0,18,0,0,0,18,18,0,18,18,4
"08015855",Escola Els Pins,Castelldefels,BLL,BLL,4214365,23/03/2022,0,0,0,18,0,0,0,18,18,0,18,18,4
"08015961",Escola Jacint Verdaguer,Castelldefels,BLL,BLL,4214544,23/03/2022,0,0,0,7,2,0,0,9,7,2,9,0,2
"08016033",Escola Montanyans,Sant Marçal (Castellet i la Gornal),BCO,PEN,4213010,23/03/2022,1,1,2,0,7,0,0,7,3,4,7,7,2
"08016082",Escola Sant Roc - ZER Vent d'Avall,Castellfollit de Riubregós,CCE,CCE,4218427,25/03/2022,1,0,1,0,0,0,0,0,0,0,0,0,1
"08016094",Escola Sant Miquel,Castellgalí,CCE,CCE,4217723,25/03/2022,1,2,3,9,0,0,0,9,9,0,9,0,2
"08016136",Escola Les Passeres - ZER Tres Branques,Castellolí,CCE,PEN,4214101,23/03/2022,1,0,1,1,0,4,0,5,5,0,5,4,1
"08016161",Escola El Castellot,La Múnia (Castellví de la Marca),BCO,PEN,4231475,01/04/2022,2,0,2,7,0,0,0,7,7,0,7,7,1
"08016173",Escola Mare de Déu de Montserrat,Castellví de Rosanes,BLL,BLL,4227119,30/03/2022,1,0,1,0,0,8,0,8,4,0,4,6,2
"08016185",Escola Ildefons Cerdà,Centelles,CCE,CCE,4222750,28/03/2022,0,0,0,0,17,0,0,17,0,17,17,0,4
"08016240",Escola Santa Maria de Cervelló,Cervelló,BLL,BLL,4217621,25/03/2022,0,0,0,19,0,0,0,19,19,0,19,19,5
"08016264",Escola El Solell,La Palma de Cervelló,BLL,BLL,4212745,23/03/2022,0,16,16,16,0,0,0,16,16,0,16,16,2
"08016291",Escola Quatre Vents - ZER Vent d'Avall,Copons,CCE,PEN,4234167,04/04/2022,1,0,1,2,0,0,0,2,0,0,0,1,1
"08016331",Escola Jaume Balmes,Corbera de Llobregat,BLL,BLL,4227926,30/03/2022,1,0,1,0,15,0,0,15,0,15,15,15,4
"08016367",Escola Dolors Almeda,Cornellà de Llobregat,BLL,BLL,4231723,01/04/2022,0,0,0,12,6,0,0,18,12,6,18,18,4
"08016380",Escola Anselm Clavé,Cornellà de Llobregat,BLL,BLL,4223234,28/03/2022,0,0,0,2,7,0,0,9,2,7,9,2,2
"08016392",Escola Mossèn Jacint Verdaguer,Cornellà de Llobregat,BLL,BLL,4213628,23/03/2022,3,3,6,5,1,0,0,6,5,1,6,6,2
"08016409",Escola Montserrat,Cornellà de Llobregat,BLL,BLL,4227107,30/03/2022,1,0,1,7,1,0,0,8,7,1,8,1,2
"08016410",Escola Sant Ildefons,Cornellà de Llobregat,BLL,BLL,4229385,31/03/2022,1,0,1,11,0,0,0,11,7,0,7,11,4
"08016422",Escola Abat Oliba,Cornellà de Llobregat,BLL,BLL,4230054,31/03/2022,1,1,2,0,0,5,0,5,4,0,4,0,4
"08016744",Escola Antoni Gaudí,Cornellà de Llobregat,BLL,BLL,4225001,29/03/2022,0,0,0,12,0,0,0,12,3,0,3,12,2
"08016771",Escola Els Pins,Cornellà de Llobregat,BLL,BLL,4218942,25/03/2022,0,0,0,17,2,0,0,19,9,2,11,18,4
"08016781",Institut Esteve Terradas i Illa,Cornellà de Llobregat,BLL,BLL,4229552,31/03/2022,1,19,20,9,9,25,1,44,34,10,44,44,8
"08016793",Institut Francesc Macià,Cornellà de Llobregat,BLL,BLL,4218450,25/03/2022,0,3,3,26,0,0,0,26,26,0,26,26,10
"08016811",Escola Josep Andreu - Charlie Rivel,Cubelles,BCO,PEN,4229445,31/03/2022,0,4,4,23,0,0,0,23,6,0,6,23,7
"08016872",Escola Mare de Déu de la Muntanya,Esparreguera,BLL,BLL,4223273,28/03/2022,1,0,1,4,4,0,0,8,4,4,8,4,2
"08016938",Escola Taquígraf Garriga,Esparreguera,BLL,BLL,4230801,01/04/2022,0,0,0,18,0,0,0,18,10,0,10,18,4
"08016941",Escola Isidre Martí,Esplugues de Llobregat,BLL,BLL,4227217,30/03/2022,2,0,2,0,1,13,0,14,13,1,14,13,2
"08017104",Escola Gras i Soler,Esplugues de Llobregat,BLL,BLL,4229284,31/03/2022,2,0,2,0,9,0,0,9,0,5,5,9,5
"08017116",Escola Matilde Orduña,Esplugues de Llobregat,BLL,BLL,4212168,22/03/2022,2,3,5,0,10,0,0,10,0,10,10,0,3
"08017131",Institut Severo Ochoa,Esplugues de Llobregat,BLL,BLL,4226664,30/03/2022,0,24,24,23,1,0,0,24,1,1,2,23,3
"08017153",Institut Joanot Martorell,Esplugues de Llobregat,BLL,BLL,4213852,23/03/2022,0,0,0,19,0,0,0,19,0,0,0,19,1
"08017232",Escola Agrupació Sant Jordi,Fonollosa,CCE,CCE,4231005,01/04/2022,1,0,1,0,0,9,0,9,0,0,0,9,2
"08017244",Escola Font-rúbia,Guardiola de Font-Rubí (Font-rubí),BCO,PEN,4217597,25/03/2022,3,8,11,4,0,0,1,5,3,0,3,3,2
"08017271",Escola Joan Sanpera i Torras,Corró d'Avall (Les Franqueses del Vallès),MVO,MVO,4213049,23/03/2022,0,3,3,15,0,0,0,15,10,0,10,15,4
"08017311",Escola Puiggraciós,La Garriga,MVO,MVO,4229816,31/03/2022,1,0,1,13,0,6,0,19,0,0,0,2,4
"08017359",Escola Salvador Lluch,Gavà,BLL,BLL,4216650,24/03/2022,1,0,1,17,0,0,0,17,12,0,12,18,4
"08017360",Escola Jacme March,Gavà,BLL,BLL,4213971,23/03/2022,5,2,7,7,0,1,0,8,8,0,8,5,3
"08017505",Escola Juan Salamero,Gavà,BLL,BLL,4227055,30/03/2022,2,0,2,0,2,0,0,2,0,0,0,0,1
"08017530",Institut de Bruguers,Gavà,BLL,BLL,4218701,25/03/2022,5,0,5,6,1,0,0,7,0,0,0,0,0
"08017611",Escola Montcau,Gelida,BCO,PEN,4229467,31/03/2022,0,0,0,17,0,0,0,17,17,0,17,0,0
