id,nom,municipi,sstt,ssttNou,idResposta,dataResposta,pDepartament,pAltres,pTotal,e75paret,e75rodes,e65paret,e65rodes,eTotal,srFixes,srRodes,srTotal,retirada,armaris
"08067090",Escola Can Manent,Cardedeu,MVO,MVO,4230786,01/04/2022,0,0,0,0,0,2,1,3,2,1,3,0,4
"08067120",Escola Santa Agnès de Malanyanes,Santa Agnès de Malanyanes (La Roca del Vallès),MVO,MVO,4231771,01/04/2022,5,1,6,3,0,0,0,3,0,3,3,5,1
"08067132",Escola Josefina Ibáñez,Abrera,BLL,BLL,4227160,30/03/2022,2,0,2,0,0,0,9,9,0,9,9,0,1
"08067144",Institut de Cervelló,Cervelló,BLL,BLL,4213516,23/03/2022,1,4,5,0,7,0,7,14,0,0,0,14,0
"08067181",Escola de Rellinars,Rellinars,VOC,VOC,4216620,24/03/2022,1,0,1,6,0,0,0,6,6,0,6,6,2
"08067193",Escola del Bosc,Rubí,VOC,VOC,4216277,24/03/2022,0,0,0,0,10,0,0,10,0,10,10,0,2
"08067201",Escola Lola Anglada,Sant Quirze del Vallès,VOC,VOC,4225507,29/03/2022,0,0,0,15,2,0,0,17,5,2,7,18,4
"08067211",Institut Salas i Xandri,Sant Quirze del Vallès,VOC,VOC,4225263,29/03/2022,0,0,0,4,2,1,1,8,5,3,8,4,0
"08067235",Escola Roc Alabern,Terrassa,VOC,VOC,4213110,23/03/2022,1,3,4,18,1,0,0,19,6,1,7,19,5
"08067247",Escola El Vapor,Terrassa,VOC,VOC,4213341,23/03/2022,0,0,0,19,0,0,0,19,11,0,11,19,0
"08067430",Escola Montserrat Solà,Mataró,MVO,MVO,4231482,01/04/2022,1,5,6,0,16,0,0,16,0,0,0,5,8
"08067582",Escola Marta Mata,Barberà del Vallès,VOC,VOC,4228094,30/03/2022,0,0,0,8,2,0,0,10,4,1,5,14,3
"08067594",Institut Escola Les Vinyes,Castellbisbal,VOC,VOC,4230968,01/04/2022,22,4,26,17,5,2,0,24,4,3,7,0,0
"08067600",Escola Valldaura,Manresa,CCE,CCE,4227180,30/03/2022,0,1,1,6,0,0,0,6,3,0,3,0,2
"08067636",Institut Manresa Sis,Manresa,CCE,CCE,4228708,31/03/2022,4,0,4,0,2,0,8,10,0,0,0,8,0
"08067648",Institut Les Vinyes,Cubelles,BCO,PEN,4231340,01/04/2022,0,0,0,17,0,0,0,17,0,0,0,17,0
"08067661",Escola Joan Coromines,Mataró,MVO,MVO,4231699,01/04/2022,0,1,1,12,0,0,1,13,0,0,0,4,2
"08067752",Institut Sagrera Sant Andreu,Barcelona,CEB,CEB,4218481,25/03/2022,10,0,10,0,1,0,5,6,0,0,0,0,3
"08067764",Escola La Maquinista,Barcelona,CEB,CEB,4216407,24/03/2022,0,0,0,0,0,0,6,6,0,0,0,0,0
"08067818",Escola La Sínia,Vic,CCE,CCE,4215843,24/03/2022,0,0,0,0,18,0,0,18,0,18,18,0,4
"08068136",CFA Víctor Català,Sant Esteve Sesrovires,BLL,BLL,4215814,24/03/2022,0,0,0,0,4,0,0,4,0,4,4,0,0
"08068331",Escola Badalona Port,Badalona,BCO,BCO,4213473,23/03/2022,0,0,0,0,9,0,0,9,0,9,9,0,2
"08068343",Escola Les Ciències,Badalona,BCO,BCO,4222589,28/03/2022,1,0,1,8,1,0,0,9,3,1,4,8,1
"08068379",Escola Mar Nova,Premià de Mar,MVO,MVO,4230073,31/03/2022,1,0,1,0,0,0,0,0,0,1,1,0,1
"08068380",Institut Gurb,Gurb,CCE,CCE,4225053,29/03/2022,0,0,0,0,12,0,0,12,0,4,4,0,0
"08068410",Escola Palau d'Ametlla,Montornès del Vallès,MVO,MVO,4214026,23/03/2022,2,0,2,9,0,0,0,9,5,0,5,9,2
"08068495",Institut Josefina Castellví i Piulachs,Viladecans,BLL,BLL,4228866,31/03/2022,0,0,0,15,2,0,0,17,15,2,17,2,2
"08068537",Institut Les Aimerigues,Terrassa,VOC,VOC,4229359,31/03/2022,2,1,3,22,0,0,0,22,6,0,6,22,0
"08068616",Institut Bages Sud,El Borràs (Castellbell i el Vilar),CCE,CCE,4229394,31/03/2022,1,6,7,0,0,8,0,8,6,2,8,6,2
"08069499",Escola Vic-centre,Vic,CCE,CCE,4231278,01/04/2022,0,0,0,5,4,0,0,9,2,4,6,4,1
"08069581",CFA Carme Karr,Sant Joan de Vilatorrada,CCE,CCE,4230675,31/03/2022,0,0,0,2,0,4,0,6,4,2,6,1,0
"08069736",Escola Paco Candel,L'Hospitalet de Llobregat,BCO,BCO,4229990,31/03/2022,0,0,0,18,0,0,0,18,18,0,18,18,0
"08069748",Escola Montigalà,Badalona,BCO,BCO,4229040,31/03/2022,2,6,8,0,0,9,0,9,9,0,9,2,3
"08069751",Escola Santa Coloma,Santa Coloma de Gramenet,BCO,BCO,4227857,30/03/2022,1,10,11,0,9,0,0,9,0,9,9,2,2
"08070143",Escola Riera Alta,Santa Coloma de Gramenet,BCO,BCO,4231400,01/04/2022,3,0,3,18,0,0,0,18,14,0,14,18,2
"08070234",Escola Can Fabra,Barcelona,CEB,CEB,4231343,01/04/2022,0,0,0,18,0,0,0,18,6,0,6,16,4
"08070799",Escola Tiziana,Tiana,MVO,MVO,4222380,28/03/2022,1,0,1,8,1,1,0,10,3,1,4,5,1
"08070908",Institut Escola La Tordera,Santa Maria de Palautordera,MVO,MVO,4223546,28/03/2022,0,0,0,19,0,0,0,19,6,0,6,19,2
"08071020",Escola Enxaneta,Viladecans,BLL,BLL,4218134,25/03/2022,1,0,1,0,11,0,0,11,0,11,11,0,4
"08071147",Escola Roser Capdevila,Sant Joan Despí,BLL,BLL,4217749,25/03/2022,5,1,6,10,0,0,0,10,6,0,6,10,4
"08071196",Institut Can Roca,Terrassa,VOC,VOC,4230897,01/04/2022,3,0,3,18,0,3,0,21,21,0,21,20,0
"08071214",Institut Escola Castellterçol,Castellterçol,CCE,CCE,4213868,23/03/2022,0,0,0,14,0,0,0,14,0,0,0,0,8
"08071226",Institut Escola Costa i Llobera,Barcelona,CEB,CEB,4227934,30/03/2022,0,0,0,24,1,5,0,30,17,1,18,30,4
"08071238",Institut Escola Jacint Verdaguer,Sant Sadurní d'Anoia,BCO,PEN,4229488,31/03/2022,3,0,3,30,0,0,0,30,6,0,6,30,6
"08071691",Institut Escola del Prat,El Prat de Llobregat,BLL,BLL,4222936,28/03/2022,1,5,6,12,1,0,0,13,12,1,13,11,6
"08072176",Institut del Ter,Manlleu,CCE,CCE,4229300,31/03/2022,1,16,17,0,13,0,0,13,0,13,13,13,10
"08072188",Institut Escola Sant Jordi,Navàs,CCE,CCE,4225884,29/03/2022,0,8,8,6,0,0,17,23,6,17,23,20,2
"08072255",Institut Premià de Mar,Premià de Mar,MVO,MVO,4223061,28/03/2022,0,2,2,4,2,0,0,6,4,2,6,2,0
"08072292",Institut Escola Turó de Roquetes,Barcelona,CEB,CEB,4229828,31/03/2022,2,0,2,0,30,0,0,30,0,0,0,0,8
"08072310",Institut Escola Rec Comtal,Barcelona,CEB,CEB,4223197,28/03/2022,7,2,9,0,21,0,0,21,0,13,13,14,12
"08072383",Institut Domus d'Olivet,La Serra (Canovelles),MVO,MVO,4227753,30/03/2022,0,0,0,0,0,0,8,8,0,8,8,2,1
"08072401",Institut Torrent dels Alous,Rubí,VOC,VOC,4226757,30/03/2022,3,0,3,21,0,0,0,21,21,0,21,8,0
"08072589",EOI Barcelona-Guinardó,Barcelona,CEB,CEB,4214634,23/03/2022,0,12,12,0,0,0,0,0,0,0,0,0,1
"08072590",EOI de Rubí,Rubí,VOC,VOC,4234175,04/04/2022,5,0,5,0,0,1,0,1,0,0,0,0,0
"08072607",EOI de Cornellà de Llobregat,Cornellà de Llobregat,BLL,BLL,4212248,22/03/2022,0,3,3,10,0,0,0,10,0,0,0,10,0
"08072978",Institut Sunsi Móra,Canet de Mar,MVO,MVO,4225163,29/03/2022,0,0,0,11,0,0,0,11,11,0,11,5,1
"08073028",Institut de Sant Pol de Mar,Sant Pol de Mar,MVO,MVO,4222605,28/03/2022,0,0,0,19,0,7,0,26,0,0,0,15,0
"08073031",Institut Neus Català,Cornellà de Llobregat,BLL,BLL,4234559,04/04/2022,0,0,0,6,0,0,2,8,0,2,2,6,2
"08073077",Institut Maria Canela,Martorell,BLL,BLL,4218678,25/03/2022,0,0,0,5,3,1,0,9,0,0,0,3,9
"08073119",Institut Can Periquet,Palau-solità i Plegamans,VOC,VOC,4227768,30/03/2022,2,0,2,7,1,0,0,8,0,0,0,10,1
"08073171",Institut La Riera,Badalona,BCO,BCO,4226937,30/03/2022,2,0,2,3,3,0,0,6,3,0,3,0,2
"08073193",Institut Badia i Margarit,Igualada,CCE,PEN,4216763,24/03/2022,1,6,7,10,2,0,0,12,8,0,8,8,6
"08073651",Institut Pic del Vent,Caldes de Montbui,MVO,MVO,4229637,31/03/2022,0,0,0,2,0,2,0,4,0,0,0,0,10
"08073843",Institut Tordària,Tordera,MVO,MVO,4213651,23/03/2022,0,0,0,11,3,0,0,14,11,3,14,10,1
"08073958",Escola Nova d'Argentona,Argentona,MVO,MVO,4215885,24/03/2022,0,5,5,0,0,16,1,17,16,1,17,16,2
"08073961",Institut Pla del Bosc,Canyelles,BCO,PEN,4234701,04/04/2022,0,4,4,0,0,13,0,13,13,0,13,12,1
"08074070",EOI de Calella,Calella,MVO,MVO,4223130,28/03/2022,0,0,0,2,4,0,0,6,0,0,0,2,0
"08074380",Escola Castell de Dosrius,Dosrius,MVO,MVO,4212846,23/03/2022,0,19,19,9,1,4,0,14,13,1,14,13,1
"08074410",Institut La Serra,Sabadell,VOC,VOC,4229563,31/03/2022,0,0,0,0,0,0,5,5,0,5,5,0,4
"08074628",Institut El Prat de Llobregat,El Prat de Llobregat,BLL,BLL,4231388,01/04/2022,10,0,10,0,0,3,1,4,0,0,0,0,0
"08074631",Institut Les Salines,El Prat de Llobregat,BLL,BLL,4213098,23/03/2022,0,0,0,37,3,0,0,40,37,3,40,0,0
"08074641",Escola Els 30 Passos,Barcelona,CEB,CEB,4216865,24/03/2022,0,0,0,0,5,0,0,5,0,5,5,0,0
"08074801",Institut Marta Estrada,Granollers,MVO,MVO,4229884,31/03/2022,0,0,0,8,0,0,0,8,8,0,8,8,0
"08074811",Escola Turó de Can Gili,Granollers,MVO,MVO,4227006,30/03/2022,1,0,1,7,4,0,0,11,7,3,10,10,3
"08074823",Escola Els Picots,Lliçà d'Amunt,MVO,MVO,4212079,22/03/2022,1,0,1,6,11,0,0,17,6,11,17,18,6
"08074835",Escola Jaume Llull,Sant Andreu de Llavaneres,MVO,MVO,4230069,31/03/2022,0,0,0,17,0,0,0,17,17,0,17,17,4
"08074847",Institut de Nàutica de Barcelona,Barcelona,CEB,CEB,4230253,31/03/2022,0,1,1,0,5,0,0,5,0,5,5,4,0
"08075074",Institut de Santa Coloma de Gramenet,Santa Coloma de Gramenet,BCO,BCO,4226916,30/03/2022,10,0,10,0,4,0,2,6,0,0,0,0,1
"08075207",Escola Entença,Barcelona,CEB,CEB,4227996,30/03/2022,0,0,0,0,0,0,0,0,0,0,0,0,2
"08075244",Escola Les Bases,Manresa,CCE,CCE,4230084,31/03/2022,1,0,1,0,0,0,2,2,0,0,0,0,2
"08075256",Institut Escola Marta Mata,Torelló,CCE,CCE,4235942,05/04/2022,0,0,0,0,17,0,10,27,0,10,10,0,1
"08075268",Escola La Mirada,Sant Cugat del Vallès,VOC,VOC,4236127,05/04/2022,6,0,6,0,17,0,0,17,0,17,17,0,1
"08075281",Institut Bitàcola,Barberà del Vallès,VOC,VOC,4231856,01/04/2022,1,3,4,10,1,0,0,11,4,1,5,11,0
"08075293",Institut Escola Gavà Mar,Gavà,BLL,BLL,4227500,30/03/2022,5,16,21,0,0,23,2,25,0,0,0,16,12
"08075384",Institut Escola La Mina,Sant Adrià de Besòs,BCO,BCO,4227992,30/03/2022,1,5,6,24,6,0,0,30,0,0,0,30,16
"08075608",Escola 9 Graons,Barcelona,CEB,CEB,4224671,29/03/2022,5,0,5,0,1,2,7,10,0,0,0,0,4
"08075611",Escola Gaia,Barcelona,CEB,CEB,4230965,01/04/2022,1,0,1,0,1,0,0,1,0,0,0,0,0
"08075621",Escola Teixidores de Gràcia,Barcelona,CEB,CEB,4213690,23/03/2022,2,0,2,0,0,0,0,0,0,0,0,1,1
"08075633",Escola Anglesola,Barcelona,CEB,CEB,4224990,29/03/2022,6,0,6,0,0,0,0,0,0,0,0,0,0
"08075645",Escola La Flor de Maig,Barcelona,CEB,CEB,4230563,31/03/2022,2,0,2,4,6,0,0,10,4,6,10,1,1
"08075657",Institut Escola Antaviana,Barcelona,CEB,CEB,4213718,23/03/2022,6,4,10,4,1,12,3,20,0,0,0,12,0
"08075669",Institut Escola El Til·ler,Barcelona,CEB,CEB,4216520,24/03/2022,3,0,3,9,7,0,0,16,0,0,0,12,4
"08075670",Institut Escola Trinitat Nova,Barcelona,CEB,CEB,4237479,05/04/2022,0,0,0,0,0,12,0,12,0,0,0,8,6
"08075682",Institut Olímpia,Viladecans,BLL,BLL,4230928,01/04/2022,6,0,6,0,12,0,0,12,0,12,12,3,1
"08075700",Escola Xirinacs,Barcelona,CEB,CEB,4238627,06/04/2022,0,0,0,0,0,0,3,3,0,3,3,0,0
"08075712",Institut Les Cinc Sénies,Mataró,MVO,MVO,4231196,01/04/2022,6,0,6,0,0,0,11,11,0,0,0,0,0
"08075724",Escola Norai,Montgat,MVO,MVO,4214681,23/03/2022,3,0,3,1,0,0,0,1,0,0,0,1,0
"08076078",Escola Auditori,Barcelona,CEB,CEB,4236733,05/04/2022,4,0,4,6,0,0,0,6,2,0,2,0,1
"08076091",Institut Ca n'Oriac,Sabadell,VOC,VOC,4229742,31/03/2022,9,8,17,0,0,0,0,0,0,7,7,0,1
"08076108",Institut Jaume Cabré,Terrassa,VOC,VOC,4219606,26/03/2022,8,0,8,2,0,0,0,2,0,0,0,0,0
"08076111",Institut Jaume Botey,L'Hospitalet de Llobregat,BCO,BCO,4228024,30/03/2022,3,0,3,3,4,0,4,11,0,0,0,0,1
"08076145",Institut Escola Mar Mediterrània,Mataró,MVO,MVO,4226913,30/03/2022,5,2,7,10,0,0,0,10,10,0,10,10,2
"08076157",Institut Escola Àngela Bransuela,Mataró,MVO,MVO,4227648,30/03/2022,5,4,9,12,3,0,0,15,4,2,6,10,12
"08076169",Institut Escola Gornal,L'Hospitalet de Llobregat,BCO,BCO,4231393,01/04/2022,4,4,8,5,0,0,0,5,4,0,4,9,3
"08076194",Institut Tecnològic de Barcelona,Barcelona,CEB,CEB,4224738,29/03/2022,0,0,0,0,12,0,0,12,0,12,12,0,0
"08076391",Institut Pedralbes,Barcelona,CEB,CEB,4226993,30/03/2022,0,0,0,30,16,0,0,46,12,0,12,0,2
"08076406",Institut Narcisa Freixas i Cruells,Sabadell,VOC,VOC,4236119,05/04/2022,6,0,6,0,6,0,0,6,0,6,6,0,4
"08076421",Institut Escola Pepa Colomer,El Prat de Llobregat,BLL,BLL,4222488,28/03/2022,8,6,14,15,0,0,2,17,0,0,0,12,3
"08076431",Institut Escola Baldomer Solà,Badalona,BCO,BCO,4230114,31/03/2022,5,16,21,10,0,0,0,10,10,0,10,10,2
"08076443",Institut Escola Rafael Alberti,Badalona,BCO,BCO,4213779,23/03/2022,5,0,5,0,19,0,0,19,4,0,4,15,12
"08076455",Institut Escola Sant Jordi,Badalona,BCO,BCO,4226943,30/03/2022,5,0,5,0,8,0,0,8,0,8,8,0,6
"08076467",Institut Escola Pere Lliscart,L'Hospitalet de Llobregat,BCO,BCO,4217875,25/03/2022,8,2,10,0,17,0,0,17,0,17,17,0,13
"08076479",Institut Escola Sant Quintí de Mediona,Sant Quintí de Mediona,BCO,PEN,4212792,23/03/2022,1,0,1,3,3,0,0,6,0,0,0,0,4
"08076480",Institut Escola Pallaresa,Santa Coloma de Gramenet,BCO,BCO,4230955,01/04/2022,5,0,5,17,0,0,0,17,6,0,6,17,3
"08076492",Institut Escola Pompeu Fabra,El Pont de Vilomara i Rocafort,CCE,CCE,4225051,29/03/2022,6,0,6,18,2,0,0,20,18,2,20,18,6
"08076509",Institut Escola Arts,Barcelona,CEB,CEB,4234541,04/04/2022,4,0,4,0,5,1,9,15,1,14,15,0,10
"08076510",Institut Escola Pla de l'Avellà,Cabrera de Mar,MVO,MVO,4226786,30/03/2022,6,0,6,0,23,0,0,23,0,23,23,22,6
"08076522",Institut Escola Pallerola,Sant Celoni,MVO,MVO,4212917,23/03/2022,2,0,2,14,6,1,0,21,6,5,11,18,2
"08076534",Institut Escola Montagut,Santa Susanna,MVO,MVO,4227937,30/03/2022,7,2,9,10,2,0,0,12,5,0,5,4,5
"08076546",Institut Escola Can Llobet,Barberà del Vallès,VOC,VOC,4230268,31/03/2022,4,0,4,6,17,0,0,23,6,17,23,4,9
"08076558",Institut Escola Sant Esteve,Castellar del Vallès,VOC,VOC,4229390,31/03/2022,9,0,9,13,2,0,0,15,13,2,15,0,4
"08076561",Institut Escola El Viver,Montcada i Reixac,VOC,VOC,4223940,28/03/2022,6,0,6,23,1,0,0,24,1,0,1,16,4
"08076571",Institut Escola El Martinet,Ripollet,VOC,VOC,4222537,28/03/2022,2,0,2,0,4,0,0,4,0,4,4,0,3
"08076583",Institut Escola Els Pinetons,Ripollet,VOC,VOC,4230943,01/04/2022,8,0,8,2,3,0,0,5,0,0,0,0,0
"08076595",Institut Escola Teresa Altet,Rubí,VOC,VOC,4231841,01/04/2022,4,0,4,0,17,0,0,17,0,0,0,0,6
"08076601",Institut Escola Pere Viver,Terrassa,VOC,VOC,4223620,28/03/2022,5,0,5,20,4,0,0,24,6,0,6,20,10
"08076613",Institut Escola Barnola,Avinyó,CCE,CCE,4213899,23/03/2022,3,0,3,0,0,0,10,10,0,10,10,7,4
"08076637",Institut FP Sant Cugat del Vallès,Sant Cugat del Vallès,VOC,VOC,4235780,05/04/2022,0,6,6,1,11,9,0,21,0,0,0,0,8
"08076649",Institut de Jardineria i Agricultura Les Garberes,Castellar del Vallès,VOC,VOC,4221792,28/03/2022,0,0,0,1,0,0,1,2,1,1,2,0,2
"08076650",CFA Sant Adrià de Besòs,Sant Adrià de Besòs,BCO,BCO,4232008,01/04/2022,0,0,0,0,0,0,0,0,0,0,0,0,0
"08076820",Institut Escola Sala i Badrinas,Terrassa,VOC,VOC,4228296,30/03/2022,4,3,7,22,1,0,0,23,22,1,23,18,4
"08076893",Institut Vilafranca 2,Vilafranca del Penedès,BCO,PEN,4228105,30/03/2022,4,0,4,0,5,0,2,7,0,0,0,0,2
"08076901",Institut Escola Turó d'en Caritg,Badalona,BCO,BCO,4231448,01/04/2022,3,6,9,0,26,0,0,26,0,26,26,0,11
"08076923",Institut Escola Llibertat,Badalona,BCO,BCO,4226816,30/03/2022,3,0,3,0,0,18,0,18,18,0,18,21,6
"08076935",Institut Escola Puig i Gairalt,L'Hospitalet de Llobregat,BCO,BCO,4213601,23/03/2022,2,0,2,21,0,0,0,21,21,0,21,24,9
"08076947",Institut Escola Lluís Millet,Santa Coloma de Gramenet,BCO,BCO,4227572,30/03/2022,3,1,4,6,0,1,1,8,5,0,5,6,1
"08076959",Institut Escola Carles Capdevila,Els Hostalets de Balenyà (Balenyà),CCE,CCE,4212955,23/03/2022,8,17,25,0,0,0,15,15,0,0,0,12,8
"08076960",Institut Escola Renaixença,Els Hostalets de Pierola,CCE,PEN,4231294,01/04/2022,4,0,4,0,12,0,5,17,0,17,17,13,4
"08076972",Institut Escola Piera,Piera,CCE,PEN,4233701,04/04/2022,0,0,0,27,0,0,0,27,27,0,27,52,13
"08076984",Institut Escola Josep Maria Xandri,Sant Pere de Torelló,CCE,CCE,4227975,30/03/2022,1,0,1,0,1,0,3,4,0,4,4,3,1
"08076996",Institut Escola Mossen Cinto,Folgueroles,CCE,CCE,4229519,31/03/2022,4,0,4,4,0,0,0,4,1,0,1,4,2
"08077009",Institut Escola Castell d'Òdena,Òdena,CCE,PEN,4231739,01/04/2022,4,1,5,6,0,0,0,6,6,0,6,0,2
"08077010",Institut Escola Coves d'en Cimany,Barcelona,CEB,CEB,4218127,25/03/2022,4,0,4,0,0,3,1,4,0,0,0,0,5
"08077022",Institut Escola Els Tres Pins,Vallromanes,MVO,MVO,4229323,31/03/2022,1,0,1,15,0,0,0,15,3,0,3,15,8
"08077034",Institut Escola El Pi Gros,Sant Cebrià de Vallalta,MVO,MVO,4223301,28/03/2022,3,0,3,17,0,0,0,17,17,0,17,8,8
"08077046",Institut Escola Joan Sallarès i Pla,Sabadell,VOC,VOC,4213368,23/03/2022,4,0,4,0,0,0,13,13,0,7,7,0,7
"08077058",Institut Escola Catalunya,Sant Cugat del Vallès,VOC,VOC,4216600,24/03/2022,4,2,6,25,1,2,0,28,8,0,8,20,8
"08077061",Institut Escola Onze de Setembre,Sant Quirze del Vallès,VOC,VOC,4213264,23/03/2022,3,5,8,7,0,0,0,7,7,0,7,7,6
"08077071",Institut Escola Mas Rampinyo,Montcada i Reixac,VOC,VOC,4229161,31/03/2022,5,0,5,2,2,0,0,4,2,2,4,0,1
"08077083",Institut Vapor del Fil,Barcelona,CEB,CEB,4225457,29/03/2022,5,1,6,0,0,0,4,4,0,0,0,0,2
"08077095",Institut Escola Mirades,Barcelona,CEB,CEB,4218914,25/03/2022,4,12,16,19,5,0,2,26,19,7,26,26,6
"08077101",Institut Escola Tres Fonts de les Corts,Barcelona,CEB,CEB,4227051,30/03/2022,4,0,4,0,9,0,9,18,0,18,18,5,6
"08077113",Escola Voltregà,Sant Hipòlit de Voltregà,CCE,CCE,4230052,31/03/2022,0,2,2,4,11,0,0,15,0,0,0,0,4
"08077125",Institut Escola Antoni Ubach i Soler,Terrassa,VOC,VOC,4223262,28/03/2022,3,0,3,0,14,0,0,14,0,6,6,0,8
"08077137",Institut de l'Esport de Barcelona,Barcelona,CEB,CEB,4227854,30/03/2022,1,0,1,25,0,5,0,30,0,0,0,0,3
"08077149",Institut Escola Eixample,Barcelona,CEB,CEB,4225178,29/03/2022,2,0,2,0,1,4,2,7,0,0,0,4,2
"08077162",Escola Ateneu Igualadí,Igualada,CCE,PEN,4227715,30/03/2022,2,0,2,8,4,0,0,12,8,4,12,9,3
"08077174",Institut La Vall de Tenes,"Sagrera, la (Santa Eulàlia de Ronçana)",MVO,MVO,4229710,31/03/2022,7,0,7,29,0,2,0,31,0,0,0,8,0
"08077228",Institut Professional de Turisme Eqüestre del Maresme,Santa Susanna,MVO,MVO,4212808,23/03/2022,2,0,2,0,0,0,3,3,0,3,3,0,0
"08077356",Escola Les Filadores,Sentmenat,VOC,VOC,4228004,30/03/2022,0,0,0,0,0,1,0,1,1,0,1,0,0
"08077371",Institut Escola El Morsell,Olivella,BCO,PEN,4222400,28/03/2022,1,0,1,1,1,0,0,2,1,1,2,0,3
"08077381",Institut Escola Virolet,Sabadell,VOC,VOC,4225805,29/03/2022,5,0,5,22,0,0,0,22,0,0,0,0,4
"08077393",Institut Escola Lluís Millet,El Masnou,MVO,MVO,4213880,23/03/2022,3,1,4,18,0,0,0,18,0,0,0,18,2
"08077401",Institut Escola Guillem de Balsareny,Balsareny,CCE,CCE,4213043,23/03/2022,2,0,2,9,0,0,1,10,9,1,10,13,1
"08077435",Institut dels Aliments de Barcelona,Barcelona,CEB,CEB,4228351,30/03/2022,0,3,3,0,11,0,0,11,0,11,11,0,5
"08077447",Institut de formació professional Antoni Algueró,Sant Just Desvern,BLL,BLL,4221083,27/03/2022,2,0,2,0,12,0,0,12,0,12,12,0,3
"08077459",Institut Escola Santiga,Santa Perpètua de Mogoda,VOC,VOC,4229440,31/03/2022,2,5,7,14,0,0,0,14,14,4,18,24,5
"08077460",Institut Escola Santa Anna,Premià de Dalt,MVO,MVO,4224613,29/03/2022,15,0,15,11,1,1,0,13,12,1,13,10,6
"08077472",Institut Escola Intermunicipal del Penedès,Sant Sadurní d'Anoia,BCO,PEN,4232642,03/04/2022,2,4,6,33,0,0,0,33,0,0,0,33,0
"08077484",Institut Escola Elisabets,Barcelona,CEB,CEB,4225722,29/03/2022,12,0,12,0,1,0,0,1,0,1,1,0,3
"08077496",Institut Escola Sicília,Barcelona,CEB,CEB,4227881,30/03/2022,7,0,7,6,0,0,0,6,2,0,2,6,4
"08077502",Institut Escola Londres,Barcelona,CEB,CEB,4224819,29/03/2022,0,0,0,0,0,0,0,0,0,0,0,0,8
"08077514",Escola Aldana,Barcelona,CEB,CEB,4238118,06/04/2022,0,0,0,1,0,3,5,9,4,5,9,0,2
"08077939",Escola de la Vila,Polinyà,VOC,VOC,4233399,04/04/2022,2,0,2,18,2,0,0,20,18,2,20,6,7
"08077976",Institut Miquel Biada,Mataró,MVO,MVO,4231688,01/04/2022,0,0,0,12,40,0,0,52,12,40,52,0,0
"17000019",Escola Lluís Marià Vidal,Agullana,GIR,GIR,4229317,31/03/2022,1,0,1,0,0,3,2,5,3,2,5,2,1
"17000032",Escola Vilademany,Aiguaviva,GIR,GIR,4211861,22/03/2022,1,0,1,4,3,0,0,7,4,3,7,2,2
"17000056",Escola la Branca - ZER Montgrí,Albons,GIR,GIR,4215658,24/03/2022,1,4,5,0,0,0,1,1,0,1,1,0,1
"17000068",Escola del Far d'Empordà,El Far d'Empordà,GIR,GIR,4213666,23/03/2022,1,1,2,0,3,0,0,3,0,0,0,2,2
"17000071",Escola Bac de Cerdanya,Alp,GIR,APA,4222764,28/03/2022,1,0,1,7,0,0,0,7,7,0,7,0,1
"17000093",Escola Gaspar de Queralt,Amer,GIR,GIR,4214031,23/03/2022,0,0,0,9,1,0,0,10,4,1,5,9,2
"17000123",Escola Sant Jordi,Bonmatí (Sant Julià del Llor i Bonmatí),GIR,GIR,4225175,29/03/2022,1,0,1,1,0,1,0,2,2,0,2,0,1
"17000135",Escola Pompeu Fabra,Anglès,GIR,GIR,4222747,28/03/2022,0,0,0,6,18,0,0,24,0,6,6,6,2
"17000160",Escola Doctor Carulla,Arbúcies,GIR,GIR,4215806,24/03/2022,0,3,3,19,0,2,2,23,21,2,23,30,4
"17000241",Escola Fluvianets,L'Armentera,GIR,GIR,4217848,25/03/2022,2,1,3,0,0,0,2,2,0,2,2,0,0
"17000251",Escola Gonçal Comellas,Avinyonet de Puigventós,GIR,GIR,4227182,30/03/2022,1,3,4,6,0,0,0,6,3,0,3,0,1
"17000263",Escola Doctor Arruga,Begur,GIR,GIR,4212074,22/03/2022,0,0,0,9,0,0,0,9,5,0,5,9,3
"17000305",Institut Pere Alsius i Torrent,Banyoles,GIR,GIR,4229549,31/03/2022,1,0,1,20,0,0,0,20,0,0,0,0,20
"17000329",Escola Pla de l'Ametller,Banyoles,GIR,GIR,4215895,24/03/2022,0,0,0,18,0,0,0,18,18,0,18,9,4
"17000330",Institut Josep Brugulat,Banyoles,GIR,GIR,4228960,31/03/2022,1,0,1,15,14,0,0,29,15,14,29,13,0
"17000342",Escola de la Vila Baldiri Reixac,Banyoles,GIR,GIR,4222719,28/03/2022,0,0,0,21,0,0,0,21,21,0,21,21,4
"17000354",Escola Joan Reglà,Bàscara,GIR,GIR,4212098,22/03/2022,1,1,2,7,0,0,0,7,0,0,0,7,3
"17000381",Escola El Rajaret - ZER Montgrí,Bellcaire d'Empordà,GIR,GIR,4229701,31/03/2022,2,3,5,0,0,0,0,0,0,0,0,0,1
"17000408",Escola Doctor Sobrequés,Bescanó,GIR,GIR,4228083,30/03/2022,1,0,1,22,1,0,0,23,5,1,6,19,6
"17000411",Escola Joan de Margarit,La Bisbal d'Empordà,GIR,GIR,4216303,24/03/2022,0,1,1,11,1,0,0,12,4,0,4,15,11
"17000469",Escola Joaquim Ruyra,Blanes,GIR,GIR,4213557,23/03/2022,0,0,0,9,0,0,0,9,4,0,4,6,2
